"","open","categories","count","long","lat","state","stars","noise","attire"
"201","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","2036","-115.1745933","36.1120238","NV","4",NA,"casual"
"202","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","1325","-115.174372700682","36.102059169192","NV","3.5",NA,NA
"203","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","1529","-115.171060474836","36.1124193294885","NV","3",NA,"casual"
"204","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","829","-115.153493285179","36.1091636135889","NV","4","average","dressy"
"205","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","1711","-115.17601","36.1043329","NV","3",NA,NA
"206","TRUE","c(""Arts & Entertainment"", ""Performing Arts"")","1116","-115.174841600721","36.1028937149418","NV","4","loud",NA
"207","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","2444","-115.169657","36.121189","NV","4",NA,"casual"
"208","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","1448","-115.173640362918","36.1211559257209","NV","3.5","average","casual"
"209","TRUE","c(""Steakhouses"", ""Restaurants"")","1175","-115.169377326965","36.1217915535519","NV","4","average","dressy"
"210","TRUE","c(""Seafood"", ""Steakhouses"", ""Restaurants"")","478","-115.176032","36.118329","NV","4","average","casual"
"211","TRUE","c(""Adult Entertainment"", ""Nightlife"")","307","-115.1783046","36.1284886","NV","3.5","very_loud","casual"
"212","TRUE","c(""Hotels & Travel"", ""Event Planning & Services"", ""Hotels"")","2457","-115.170871123731","36.1024194094343","NV","3","very_loud","casual"
"213","TRUE","c(""Dive Bars"", ""Bars"", ""Arts & Entertainment"", ""Nightlife"", ""Music Venues"")","456","-115.1499809492","36.1055000596025","NV","4.5","very_loud",NA
"214","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","1709","-115.171789919907","36.1246920085095","NV","3","average",NA
"215","TRUE","c(""Breakfast & Brunch"", ""Steakhouses"", ""French"", ""Restaurants"")","5642","-115.172588519464","36.1129524773428","NV","4","average","casual"
"216","TRUE","c(""Bars"", ""American (Traditional)"", ""Breakfast & Brunch"", ""Nightlife"", ""Lounges"", ""Restaurants"")","1820","-115.163122017274","36.1336130335947","NV","4","average","casual"
"217","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","2024","-115.172557","36.115673","NV","2.5",NA,NA
"218","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","2610","-115.175804744448","36.0953094234767","NV","2.5","average","casual"
"219","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","1869","-115.17435109367","36.0922940573772","NV","3.5","average","casual"
"220","TRUE","c(""Hotels & Travel"", ""Event Planning & Services"", ""Hotels"")","321","-115.1737761","36.0909158","NV","4.5",NA,NA
"221","TRUE","c(""Active Life"", ""Gun/Rifle Ranges"")","333","-115.1113545","36.1003857","NV","4",NA,NA
"222","TRUE","c(""Steakhouses"", ""American (New)"", ""Restaurants"")","1716","-115.167691","36.103053","NV","4","average","dressy"
"223","TRUE","c(""Mexican"", ""Restaurants"")","767","-115.1538714","36.1100828","NV","3.5","loud","casual"
"224","TRUE","c(""Event Planning & Services"", ""Breakfast & Brunch"", ""Venues & Event Spaces"", ""French"", ""Restaurants"")","2922","-115.17027887929","36.1222934090182","NV","4","average","casual"
"225","TRUE","c(""Bars"", ""Mediterranean"", ""Nightlife"", ""Restaurants"")","1327","-115.17698","36.111978","NV","4","average","dressy"
"226","TRUE","c(""French"", ""Restaurants"")","469","-115.175263026343","36.1131265600234","NV","4","quiet","dressy"
"227","TRUE","c(""Shopping"", ""Outlet Stores"")","676","-115.158216236187","36.1619710432995","NV","4",NA,NA
"228","TRUE","c(""American (Traditional)"", ""Diners"", ""Restaurants"")","632","-115.15258954245","36.1082943795971","NV","3.5","average","casual"
"229","TRUE","c(""Japanese"", ""Restaurants"")","667","-115.169267336151","36.1027027605546","NV","4","average","dressy"
"230","TRUE","c(""Bars"", ""Food"", ""Breweries"", ""Pubs"", ""Nightlife"", ""American (New)"", ""Restaurants"")","541","-89.3808683753014","43.0740105230666","WI","4","average","casual"
"231","TRUE","c(""German"", ""Bars"", ""Nightlife"", ""Restaurants"")","1007","-115.151520161377","36.1074924409054","NV","3.5","very_loud","casual"
"232","TRUE","c(""Seafood"", ""Restaurants"", ""Pizza"", ""Italian"")","385","-115.1735983","36.1015871","NV","3.5","average","casual"
"233","TRUE","c(""Burgers"", ""Bars"", ""Sushi Bars"", ""Nightlife"", ""Restaurants"")","755","-112.0146413","33.5100546","AZ","4","average","casual"
"234","TRUE","c(""Szechuan"", ""Asian Fusion"", ""Mexican"", ""Chinese"", ""Restaurants"")","993","-112.1002302","33.6264211","AZ","4","average","casual"
"235","TRUE","c(""American (Traditional)"", ""Buffets"", ""Restaurants"")","358","-115.1760289","36.1046092","NV","2.5","average","casual"
"236","TRUE","c(""American (New)"", ""Buffets"", ""Restaurants"")","3014","-115.17640884972","36.113160408814","NV","3.5","average","casual"
"237","TRUE","c(""Buffets"", ""Restaurants"")","1373","-115.171666064417","36.1102503133479","NV","3","average","casual"
"238","TRUE","c(""Arts & Entertainment"", ""Performing Arts"")","793","-115.170284","36.12433","NV","4",NA,NA
"239","TRUE","c(""American (Traditional)"", ""Restaurants"")","1011","-89.383534","43.076277","WI","4","loud","casual"
"240","TRUE","c(""Music Venues"", ""Arts & Entertainment"", ""Nightlife"", ""Dance Clubs"")","1987","-115.169597788955","36.1214517","NV","3","very_loud","dressy"
"241","TRUE","c(""Seafood"", ""Restaurants"", ""Italian"")","406","-115.1658792","36.1268735","NV","3.5","average","dressy"
"242","TRUE","c(""Seafood"", ""Restaurants"")","338","-115.169369494629","36.1218130344488","NV","4","average","dressy"
"243","TRUE","c(""Steakhouses"", ""Restaurants"")","762","-115.16699849767","36.1261701368","NV","4","average","dressy"
"244","TRUE","c(""Creperies"", ""French"", ""Restaurants"")","388","-115.1713514328","36.1125266401802","NV","3.5","average","casual"
"245","TRUE","c(""Lounges"", ""Bars"", ""Nightlife"", ""Dance Clubs"")","540","-115.195341110229","36.1149968128248","NV","3.5","very_loud",NA
"246","TRUE","c(""Arts & Entertainment"", ""Performing Arts"")","1206","-115.176524","36.113029","NV","4.5",NA,NA
"247","TRUE","c(""Event Planning & Services"", ""Venues & Event Spaces"", ""Nightlife"")","1445","-115.1709047519","36.1034537697755","NV","4","average",NA
"248","TRUE","c(""Seafood"", ""Sushi Bars"", ""Restaurants"")","719","-115.172017634846","36.0901182339195","NV","3.5","average","casual"
"249","TRUE","c(""Bars"", ""Nightlife"", ""French"", ""Restaurants"")","620","-115.177001","36.11199","NV","4.5","quiet","dressy"
"250","TRUE","c(""Bars"", ""Dance Clubs"", ""Nightlife"", ""Lounges"", ""American (New)"", ""Restaurants"")","382","-115.1751614","36.0918639","NV","4","average","dressy"
"251","TRUE","c(""Arts & Entertainment"", ""Beauty & Spas"", ""Resorts"", ""Casinos"", ""Hotels & Travel"", ""Day Spas"")","512","-115.089984","36.020552","NV","3.5",NA,NA
"252","TRUE","c(""Food"", ""Desserts"", ""American (Traditional)"", ""Restaurants"")","1937","-115.170122460117","36.1222764410517","NV","4","average","casual"
"253","TRUE","c(""Arts & Entertainment"", ""Music Venues"", ""Restaurants"", ""Hotels"", ""Event Planning & Services"", ""Hotels & Travel"", ""American (New)"", ""Nightlife"")","625","-115.175868272781","36.0928664971608","NV","3.5","very_loud","casual"
"254","TRUE","c(""Sandwiches"", ""Restaurants"")","345","-111.8748273","33.334598","AZ","4","average","casual"
"255","TRUE","c(""Nightlife"", ""Dance Clubs"")","1023","-115.167401598736","36.126811407268","NV","3.5","very_loud",NA
"256","TRUE","c(""Bars"", ""Dance Clubs"", ""Nightlife"", ""Lounges"")","403","-115.186104335912","36.1162803215626","NV","3.5","loud","dressy"
"257","TRUE","c(""Active Life"", ""Climbing"", ""Hiking"", ""Parks"")","396","-111.97437286377","33.5219518275351","AZ","4.5",NA,NA
"258","TRUE","c(""Italian"", ""Pizza"", ""Sandwiches"", ""Restaurants"")","1339","-112.079908","33.45496","AZ","4.5","average","casual"
"259","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","548","-115.146905284968","36.1718641325804","NV","2.5","loud","casual"
"260","TRUE","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","982","-115.1723373","36.1163474","NV","3.5","loud","casual"
"261","TRUE","c(""Active Life"", ""Amusement Parks"", ""Arts & Entertainment"", ""Arcades"", ""Performing Arts"")","817","-115.1305618","36.1013394","NV","4.5",NA,"casual"
"262","TRUE","c(""Food"", ""Desserts"", ""Specialty Food"", ""Bakeries"", ""Chocolatiers & Shops"")","1013","-115.178174972534","36.1068146101184","NV","4","average","casual"
"263","TRUE","c(""Buffets"", ""Restaurants"")","3281","-115.165590047836","36.1268872232164","NV","3.5","average","casual"
"264","TRUE","c(""Steakhouses"", ""Seafood"", ""American (New)"", ""Restaurants"")","499","-115.176319249458","36.1138449002091","NV","3.5","loud","dressy"
"265","TRUE","c(""Chinese"", ""Restaurants"")","397","-115.165968372623","36.1257833505363","NV","3.5","average","casual"
"266","TRUE","c(""Nightlife"", ""Seafood"", ""American (New)"", ""Bars"", ""Restaurants"")","492","-115.177001","36.11199","NV","4","average","dressy"
"267","TRUE","c(""Arts & Entertainment"", ""Casinos"", ""Performing Arts"")","771","-115.175807572522","36.0966823100629","NV","3.5",NA,NA
"268","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","578","-115.168692","36.127797","NV","3.5","average","casual"
"269","TRUE","c(""American (New)"", ""Restaurants"")","492","-115.167703909382","36.1259639213937","NV","3.5","average","casual"
"270","TRUE","c(""Hotels & Travel"", ""Event Planning & Services"", ""Hotels"")","363","-115.1608424","36.1399028","NV","3.5",NA,NA
"271","TRUE","c(""Bars"", ""Steakhouses"", ""Nightlife"", ""Restaurants"")","514","-115.177001","36.11199","NV","4","quiet","dressy"
"272","TRUE","c(""Restaurants"", ""Italian"")","854","-115.172986","36.128222","NV","4","average","casual"
"273","TRUE","c(""American (Traditional)"", ""Restaurants"")","870","-111.9955879","33.5112348","AZ","4","average","casual"
"274","TRUE","c(""Indian"", ""Restaurants"")","342","-115.17204","36.106542","NV","3.5","average","casual"
"275","TRUE","c(""Arts & Entertainment"", ""Performing Arts"")","929","-115.165905","36.127494","NV","4",NA,NA
"276","TRUE","c(""Bars"", ""Cafes"", ""Nightlife"", ""Restaurants"")","328","-112.0714986","33.4587486","AZ","4","average","casual"
"277","TRUE","c(""Mexican"", ""Restaurants"")","361","-111.9453694","33.8321973","AZ","3.5","average","casual"
"278","TRUE","c(""Buffets"", ""Restaurants"")","444","-115.172435045352","36.1199282583936","NV","3","average","casual"
"279","TRUE","c(""Buffets"", ""Restaurants"")","1631","-115.169968852855","36.1129302793928","NV","3.5","average","casual"
"280","TRUE","c(""Mexican"", ""Restaurants"")","334","-80.849791609848","35.1732685558514","NC","3.5","average","casual"
"281","TRUE","c(""Chicken Wings"", ""Barbeque"", ""Restaurants"")","716","-80.86443","35.203015","NC","4","loud","casual"
"282","TRUE","c(""Chinese"", ""Restaurants"")","725","-115.17106","36.12008","NV","3.5","average","casual"
"283","TRUE","c(""Wine Bars"", ""Bars"", ""Restaurants"", ""Nightlife"", ""Italian"")","596","-115.172953","36.10156","NV","4","average","dressy"
"284","TRUE","c(""Food"", ""Coffee & Tea"", ""Breakfast & Brunch"", ""French"", ""Restaurants"")","397","-115.170958","36.112535","NV","2.5","average","casual"
"285","TRUE","c(""Korean"", ""Asian Fusion"", ""Dim Sum"", ""Chinese"", ""Restaurants"")","672","-115.176300531599","36.1122690547441","NV","3","average","casual"
"286","TRUE","c(""Breakfast & Brunch"", ""Restaurants"")","307","-111.8593691","33.3841971","AZ","4","average","casual"
"287","TRUE","c(""Bars"", ""American (Traditional)"", ""Caribbean"", ""Nightlife"", ""Restaurants"")","456","-115.146372","36.124423","NV","3","average","casual"
"288","TRUE","c(""Tapas/Small Plates"", ""Restaurants"")","876","-115.176881115168","36.0912534111632","NV","4","average","dressy"
"289","TRUE","c(""French"", ""Restaurants"")","783","-115.170541385433","36.1025900700674","NV","4.5","average","dressy"
"290","TRUE","c(""Cajun/Creole"", ""Barbeque"", ""Restaurants"")","605","-115.086390433536","36.0205983092318","NV","4","average","casual"
"291","TRUE","c(""Nightlife"", ""Vegetarian"", ""American (New)"", ""Bars"", ""Restaurants"")","345","-111.9290233","33.5025088","AZ","3.5","average","casual"
"292","TRUE","c(""Cafes"", ""American (Traditional)"", ""Diners"", ""Restaurants"")","383","-115.175557853809","36.0918847590248","NV","3","average","casual"
"293","TRUE","c(""Delis"", ""Sandwiches"", ""Restaurants"")","739","-115.174516439438","36.1215488943637","NV","3","average","casual"
"294","TRUE","c(""Bars"", ""Nightlife"", ""Dance Clubs"")","669","-115.1755194","36.1123369","NV","3","very_loud",NA
"295","TRUE","c(""Adult Entertainment"", ""Arts & Entertainment"", ""Performing Arts"", ""Nightlife"")","312","-115.176612","36.097106","NV","4","very_loud",NA
"296","TRUE","c(""Steakhouses"", ""Seafood"", ""American (New)"", ""Restaurants"")","583","-115.175025920987","36.1219660468353","NV","4","average","dressy"
"297","TRUE","c(""Middle Eastern"", ""Vegetarian"", ""American (New)"", ""Mediterranean"", ""Restaurants"")","355","-111.9222691","33.5840139","AZ","4","average","casual"
"298","TRUE","c(""Dim Sum"", ""Chinese"", ""Restaurants"")","575","-115.216317","36.143685","NV","3.5","average","casual"
"299","TRUE","c(""Nightlife"", ""Breakfast & Brunch"", ""Italian"", ""Bars"", ""Restaurants"")","314","-115.175239","36.09232","NV","4","quiet","casual"
"300","TRUE","c(""Active Life"", ""Aquariums"")","579","-115.176703208632","36.0902798131739","NV","3.5",NA,NA
"301","TRUE","c(""Breakfast & Brunch"", ""American (Traditional)"", ""Restaurants"")","1624","-115.2024651","36.1440458","NV","4.5","average","casual"
"302","TRUE","c(""Food"", ""Coffee & Tea"")","378","-112.083878","33.4974525","AZ","4",NA,"casual"
"303","TRUE","c(""American (New)"", ""Barbeque"", ""Restaurants"")","1224","-112.116460422647","33.560856826619","AZ","4.5","average","casual"
"304","TRUE","c(""Latin American"", ""Caribbean"", ""Restaurants"")","399","-112.065342366264","33.5116779769814","AZ","4","average","casual"
"305","TRUE","c(""Bars"", ""Seafood"", ""Wine Bars"", ""Nightlife"", ""Steakhouses"", ""Restaurants"")","414","-115.168328032611","36.1276483734863","NV","4.5","average","dressy"
"306","TRUE","c(""Shopping"", ""Home Decor"", ""Home & Garden"", ""Furniture Stores"")","337","-111.9701824","33.3406452","AZ","3.5",NA,NA
"307","TRUE","c(""American (Traditional)"", ""Buffets"", ""Restaurants"")","708","-115.171778365365","36.1020911812896","NV","2.5","average","casual"
"308","TRUE","c(""Pizza"", ""Restaurants"")","587","-111.995512","33.502429","AZ","4.5","average","casual"
"309","TRUE","c(""American (Traditional)"", ""American (New)"", ""Cafes"", ""Restaurants"")","613","-115.174531","36.112379","NV","3","average","casual"
"310","TRUE","c(""Seafood"", ""Cantonese"", ""Dim Sum"", ""Chinese"", ""Restaurants"")","559","-115.195201635361","36.1153088291053","NV","3.5","loud","casual"
"311","TRUE","c(""Restaurants"", ""Italian"")","312","-111.924767617059","33.637135952708","AZ","3.5","average","casual"
"312","TRUE","c(""Nightlife"", ""Bars"", ""Sports Bars"", ""Barbeque"", ""Restaurants"")","372","-115.172325134277","36.1245384216309","NV","3","loud","casual"
"313","TRUE","c(""Seafood"", ""Steakhouses"", ""American (New)"", ""Restaurants"")","590","-115.1421457","36.1718694","NV","4","average","casual"
"314","TRUE","c(""Breakfast & Brunch"", ""Bars"", ""Mexican"", ""Nightlife"", ""Restaurants"")","534","-112.047508","33.5243311","AZ","4.5","average","casual"
"315","TRUE","c(""American (Traditional)"", ""Hawaiian"", ""Restaurants"")","450","-115.1450046","36.1730572","NV","4","average","casual"
"316","TRUE","c(""Food"", ""Desserts"", ""American (Traditional)"", ""Restaurants"")","404","-115.176005","36.1190372","NV","4","average","casual"
"317","TRUE","c(""Seafood"", ""Steakhouses"", ""Restaurants"")","372","-111.928035020828","33.5020036165904","AZ","4","average","dressy"
"318","TRUE","c(""Breakfast & Brunch"", ""American (New)"", ""Restaurants"")","2714","-115.239955","36.144667","NV","4","average","casual"
"319","TRUE","c(""American (Traditional)"", ""Fast Food"", ""Chicken Wings"", ""Restaurants"")","387","-115.171549","36.05243","NV","4","average","casual"
"320","TRUE","c(""American (Traditional)"", ""Restaurants"")","812","-115.15575096965","36.1475472515977","NV","4","quiet","dressy"
"321","TRUE","c(""Soul Food"", ""Barbeque"", ""Restaurants"")","337","-115.279439","36.1238755","NV","3.5","average","casual"
"322","TRUE","c(""Bars"", ""Asian Fusion"", ""Nightlife"", ""Lounges"", ""Restaurants"")","1033","-115.169611","36.121458","NV","3.5","loud","dressy"
"323","TRUE","c(""Barbeque"", ""Restaurants"")","722","-111.7892792","33.355034","AZ","4","average","casual"
"324","TRUE","c(""Food"", ""American (Traditional)"", ""Breweries"", ""Restaurants"")","366","-115.145126","36.17488","NV","3.5","average","casual"
"325","TRUE","c(""Breakfast & Brunch"", ""American (Traditional)"", ""American (New)"", ""Restaurants"")","324","-115.174566","36.10259","NV","3","average","casual"
"326","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","328","-115.242883","36.0725931","NV","3.5","average","casual"
"327","TRUE","c(""American (Traditional)"", ""Restaurants"")","409","-115.170383135101","36.1189978366785","NV","3","average","casual"
"328","TRUE","c(""Day Spas"", ""Hotels & Travel"", ""Beauty & Spas"", ""Event Planning & Services"", ""Hotels"")","414","-112.0791977","33.491112","AZ","3.5",NA,NA
"329","TRUE","c(""Beauty & Spas"", ""Resorts"", ""Event Planning & Services"", ""Hotels & Travel"", ""Day Spas"", ""Hotels"")","1171","-115.166950965109","36.1062346356482","NV","4",NA,NA
"330","TRUE","c(""Arts & Entertainment"", ""Magicians"", ""Performing Arts"", ""Event Planning & Services"")","330","-115.1691198","36.1036941","NV","3.5",NA,NA
"331","TRUE","c(""German"", ""Restaurants"")","412","-112.1829519","33.538419","AZ","4","average","casual"
"332","TRUE","c(""Breakfast & Brunch"", ""American (New)"", ""Mediterranean"", ""Restaurants"")","1000","-111.9281865","33.5017723","AZ","4","average","casual"
"333","TRUE","c(""American (New)"", ""Restaurants"")","422","-79.9935003","40.4460016","PA","4","average","dressy"
"334","TRUE","c(""Nightlife"", ""Seafood"", ""Bars"", ""Restaurants"")","1438","-115.174618522157","36.1429035194869","NV","4.5","average","casual"
"335","TRUE","c(""Restaurants"", ""Italian"")","375","-115.194792","36.114462","NV","4","average","dressy"
"336","TRUE","c(""Thai"", ""Chinese"", ""Restaurants"")","365","-115.1544802","36.1188384","NV","4","average","casual"
"337","TRUE","c(""Bakeries"", ""Food"", ""Cafes"", ""Restaurants"")","391","-111.951169742888","33.4216572978134","AZ","4","average","casual"
"338","TRUE","c(""American (Traditional)"", ""American (New)"", ""Buffets"", ""Restaurants"")","938","-115.174105","36.121237","NV","3.5","average","casual"
"339","TRUE","c(""Casinos"", ""Arts & Entertainment"", ""American (Traditional)"", ""Buffets"", ""Restaurants"")","731","-115.176587104797","36.0919388468437","NV","3","average","casual"
"340","TRUE","c(""Arts & Entertainment"", ""Performing Arts"")","345","-115.1717702","36.1193098","NV","4.5",NA,NA
"341","TRUE","c(""Restaurants"", ""Italian"")","568","-115.176439563057","36.1163674508362","NV","3.5","average","casual"
"342","TRUE","c(""Hair Salons"", ""Beauty & Spas"")","458","-115.175335503735","36.1170868556849","NV","4.5",NA,NA
"343","TRUE","c(""American (Traditional)"", ""Restaurants"")","430","-115.31731","36.160122","NV","4","average","dressy"
"344","TRUE","c(""Arts & Entertainment"", ""Stadiums & Arenas"")","371","-80.0053249566084","40.447386670341","PA","5",NA,NA
"345","TRUE","c(""Bars"", ""American (Traditional)"", ""Pubs"", ""Nightlife"", ""Lounges"", ""Restaurants"")","522","-111.995106","33.494489","AZ","4","average","casual"
"346","TRUE","c(""American (Traditional)"", ""Steakhouses"", ""Seafood"", ""Restaurants"")","720","-115.207443237305","36.1134713820522","NV","4","average","dressy"
"347","TRUE","c(""Hobby Shops"", ""Shopping"")","391","-115.1723424","36.1035296","NV","4",NA,NA
"348","TRUE","c(""Asian Fusion"", ""Sushi Bars"", ""Japanese"", ""Restaurants"")","312","-115.168548772461","36.1208970842828","NV","3.5","average","dressy"
"349","TRUE","c(""Pizza"", ""Restaurants"")","699","-115.083839","36.022104","NV","4.5","average","casual"
"350","TRUE","c(""Seafood"", ""Steakhouses"", ""Restaurants"")","392","-111.9302912","33.6242026","AZ","4","loud","dressy"
"351","TRUE","c(""Cheesesteaks"", ""Steakhouses"", ""Restaurants"")","856","-115.176574391866","36.091193401075","NV","4","average","dressy"
"352","TRUE","c(""Pakistani"", ""Bars"", ""Indian"", ""Nightlife"", ""Restaurants"")","339","-115.151261","36.108898","NV","3.5","average","casual"
"353","TRUE","c(""Asian Fusion"", ""Sushi Bars"", ""Japanese"", ""Restaurants"")","303","-115.171459303133","36.1009464940632","NV","3","average","casual"
"354","TRUE","c(""Pubs"", ""Bars"", ""Nightlife"", ""British"", ""Restaurants"")","1204","-111.951494","33.422728","AZ","4.5","average","casual"
"355","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","344","-115.2763891","36.1298737","NV","4.5","average","casual"
"356","TRUE","c(""American (New)"", ""Sushi Bars"", ""Restaurants"")","454","-115.289943661031","36.1638735074063","NV","3.5","average","casual"
"357","TRUE","c(""Thai"", ""Vegetarian"", ""Restaurants"")","435","-111.909978","33.3478761","AZ","4","average","casual"
"358","TRUE","c(""Bars"", ""Cocktail Bars"", ""Nightlife"")","319","-115.1406902","36.1690367","NV","4.5","average",NA
"359","TRUE","c(""Bars"", ""Nightlife"", ""Lounges"")","397","-115.1403079","36.1689657","NV","4","average",NA
"360","TRUE","c(""Sushi Bars"", ""Restaurants"")","317","-111.9872611","33.5997402","AZ","4","average","casual"
"361","TRUE","c(""Latin American"", ""Restaurants"")","437","-112.0640942","33.5219014","AZ","4","average","casual"
"362","TRUE","c(""American (Traditional)"", ""Restaurants"")","589","-111.92641","33.655566","AZ","4","average","casual"
"363","TRUE","c(""Bars"", ""American (New)"", ""Nightlife"", ""Restaurants"")","1069","-115.170750617981","36.1017869865665","NV","4","average","casual"
"364","TRUE","c(""Belgian"", ""Restaurants"")","423","-79.9138922","40.4500306","PA","4","average","casual"
"365","TRUE","c(""Nightlife"", ""Vegetarian"", ""American (New)"", ""Bars"", ""Restaurants"")","312","-111.971188","33.676551","AZ","3.5","average","casual"
"366","TRUE","c(""Arts & Entertainment"", ""Beauty & Spas"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Day Spas"", ""Hotels"")","999","-115.333854","36.155964","NV","3.5",NA,"casual"
"367","TRUE","c(""Bars"", ""Shopping"", ""Music Venues"", ""Art Galleries"", ""Arts & Entertainment"", ""Nightlife"")","303","-112.0677337","33.4582025","AZ","4","loud",NA
"368","TRUE","c(""Food"", ""Gelato"", ""Pizza"", ""Sandwiches"", ""Restaurants"")","312","-111.926503","33.496647","AZ","4","average","casual"
"369","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","368","-115.2797333","36.1191125","NV","4.5","average","casual"
"370","TRUE","c(""Food"", ""Bakeries"", ""Coffee & Tea"", ""Sandwiches"", ""Restaurants"")","454","-115.275526","36.129857","NV","4","average","casual"
"371","TRUE","c(""Bakeries"", ""Food"", ""Specialty Food"", ""Macarons"", ""Desserts"")","920","-115.169229","36.121774","NV","4","average","casual"
"372","TRUE","c(""Korean"", ""Restaurants"")","303","-115.192326648132","36.1258698832715","NV","3","average","casual"
"373","TRUE","c(""Bars"", ""American (Traditional)"", ""Breakfast & Brunch"", ""Pubs"", ""Nightlife"", ""Restaurants"")","535","-115.174926810189","36.104780146274","NV","3","average","casual"
"374","TRUE","c(""American (Traditional)"", ""Restaurants"")","382","-115.159506797791","36.1134367128266","NV","4","average","casual"
"375","TRUE","c(""Hotels & Travel"", ""Event Planning & Services"", ""Hotels"")","390","-111.933953","33.493449","AZ","4",NA,NA
"376","TRUE","c(""Restaurants"", ""Italian"")","593","-115.219248","36.143974","NV","4","average","casual"
"377","TRUE","c(""Seafood"", ""Steakhouses"", ""Restaurants"")","372","-115.1727668","36.1046486","NV","3.5","average","dressy"
"378","TRUE","c(""Buffets"", ""Restaurants"")","378","-115.334815979004","36.1583898330282","NV","3.5","average","casual"
"379","TRUE","c(""Buffets"", ""Restaurants"")","353","-115.195433","36.115137","NV","3","average","casual"
"380","TRUE","c(""Arts & Entertainment"", ""Cinema"")","472","-112.0263625","33.5090903","AZ","3.5","average","casual"
"381","TRUE","c(""Restaurants"", ""Italian"")","638","-115.168725629131","36.1230025089248","NV","3.5","average","dressy"
"382","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","1741","-115.174595","36.116765","NV","3.5",NA,NA
"383","TRUE","c(""Live/Raw Food"", ""Seafood"", ""Restaurants"", ""Italian"")","380","-115.172711292526","36.1182264970781","NV","4","average","casual"
"384","TRUE","c(""Thai"", ""Asian Fusion"", ""Szechuan"", ""Chinese"", ""Restaurants"")","305","-115.175378778412","36.0919409454273","NV","2","average","casual"
"385","TRUE","c(""Breakfast & Brunch"", ""American (Traditional)"", ""Restaurants"")","454","-111.9216833","33.5822229","AZ","4","average","casual"
"386","TRUE","c(""Bars"", ""Restaurants"", ""American (Traditional)"", ""Sports Bars"", ""Nightlife"")","322","-115.168146154841","36.1102829225121","NV","2.5","loud","casual"
"387","TRUE","c(""Seafood"", ""Restaurants"", ""Italian"")","335","-115.053357","36.019811","NV","4","average","casual"
"388","TRUE","c(""Active Life"", ""Bars"", ""Swimming Pools"", ""Lounges"", ""Nightlife"")","461","-115.1800125","36.1418125","NV","3.5","very_loud",NA
"389","TRUE","c(""Food"", ""Breweries"", ""American (New)"", ""Pizza"", ""Restaurants"")","347","-115.331914","36.159552","NV","4","average","casual"
"390","TRUE","c(""Soul Food"", ""American (Traditional)"", ""Southern"", ""Restaurants"")","437","-115.193109512329","36.1588056244571","NV","4","average","casual"
"391","TRUE","c(""Breakfast & Brunch"", ""Restaurants"")","619","-111.925799","33.477178","AZ","4.5","average","casual"
"392","TRUE","c(""Professional Services"", ""Television Service Providers"", ""Home Services"", ""Internet Service Providers"")","424","-112.1012912","33.6782379","AZ","1.5",NA,NA
"393","TRUE","c(""Vietnamese"", ""Restaurants"")","302","-111.9252963","33.4787324","AZ","4","average","casual"
"394","TRUE","c(""Mexican"", ""Restaurants"")","303","-112.036198483467","33.5968321487691","AZ","4","average","casual"
"395","TRUE","c(""Chinese"", ""Restaurants"")","345","-111.873436","33.413324","AZ","4.5","average","casual"
"396","TRUE","c(""American (New)"", ""Restaurants"")","1041","-112.0712734","33.5089938","AZ","4","average","casual"
